0.731
0.487
0.463
0.402
0.609
0.646
0.609
0.365
0.390
0.817
0.682
0.463
0.682
0.256
0.670
0.451
0.500
0.195
0.548
0.207
0.548
0.304
0.219
0.475
0.621
0.353
0.670
0.597
0.463
0.560
0.585
0.585
0.256
0.585
0.512
0.695
0.512
0.402
0.536
0.890
0.500
0.548
0.646
0.207
0.512
0.585
0.402
0.353
0.365
0.390
0.670
0.426
0.121
0.280
0.536
0.402
0.817
0.682
0.487
0.500
0.559
0.633
0.155
0.423
0.508
0.706
0.406
0.440
0.474
0.847
0.688
0.516
0.610
0.316
0.583
0.450
0.448
0.400
0.383
0.400
0.576
0.366
0.372
0.305
0.413
0.416
0.775
0.600
0.627
0.596
